Course ,Section ,Faculty ,Time ,Room ,Seats Available
HRM602 ,1,KdA ,F 09:00 AM - 12:30 PM ,NAC509 ,20
HRM603 ,1,KdA ,F 07:00 PM - 10:10 PM ,NAC992 ,20
HRM604 ,1,Alm ,M 07:00 PM - 10:10 PM ,NAC603 ,14
HRM605 ,1,IrA ,T 07:00 PM - 10:10 PM ,NAC992 ,0
HRM610 ,1,NNR1 ,S 07:00 PM - 10:10 PM ,NAC619 ,0
HRM610 ,2,NNR1 ,A 07:00 PM - 10:10 PM ,NAC619 ,0
HRM650 ,1,KsM ,S 07:00 PM - 10:10 PM ,NAC601 ,0
HRM660 ,1,KsM ,W 07:00 PM - 10:10 PM ,NAC601 ,0
HRM660 ,2,MRB1 ,A 07:00 PM - 10:10 PM ,NAC601 ,0
INB350 ,1,AIK ,ST 02:40 PM - 04:10 PM ,NAC407 ,5
INB355 ,2,Fss ,ST 11:20 AM - 12:50 PM ,NAC303 ,6
INB372 ,1,MHZ ,ST 11:20 AM - 12:50 PM ,NAC990 ,1
INB372 ,2,MHZ ,ST 09:40 AM - 11:10 AM ,NAC601 ,0
INB372 ,3,SSA1 ,MW 09:40 AM - 11:10 AM ,NAC306 ,0
INB372 ,4,Fzy ,ST 09:40 AM - 11:10 AM ,NAC306 ,0
INB372 ,6,AIK ,MW 02:40 PM - 04:10 PM ,NAC406 ,0
INB372 ,7,AIK ,MW 04:20 PM - 05:50 PM ,NAC406 ,0
INB372 ,8,Mbt ,MW 02:40 PM - 04:10 PM ,NAC413 ,0
INB372 ,12,NNA ,RA 01:00 PM - 02:30 PM ,NAC506 ,0
INB372 ,13,QEA ,ST 11:20 AM - 12:50 PM ,NAC313 ,0
INB372 ,14,QEA ,ST 02:40 PM - 04:10 PM ,NAC306 ,0
INB372 ,15,Rst ,RA 09:40 AM - 11:10 AM ,NAC216 ,0
INB372 ,16,EhN ,MW 02:40 PM - 04:10 PM ,NAC208 ,0
INB372 ,17,EhN ,MW 01:00 PM - 02:30 PM ,NAC313 ,0
INB372 ,20,Mbt ,MW 01:00 PM - 02:30 PM ,NAC303 ,0
INB372 ,21,MEv ,MW 09:40 AM - 11:10 AM ,NAC601 ,0
INB372 ,22,MEv ,MW 01:00 PM - 02:30 PM ,SAC213 ,0
INB372 ,23,TFz ,MW 08:00 AM - 09:30 AM ,NAC201 ,0
INB372 ,24,TFz ,ST 09:40 AM - 11:10 AM ,NAC990 ,0
INB372 ,25,TFz ,ST 08:00 AM - 09:30 AM ,NAC619A ,1
INB372 ,26,FdF ,MW 02:40 PM - 04:10 PM ,NAC619A ,13
INB372 ,27,FdF ,ST 02:40 PM - 04:10 PM ,NAC216 ,6
INB372 ,28,SSA1 ,MW 04:20 PM - 05:50 PM ,NAC311 ,1
INB372 ,29,MZL ,MW 01:00 PM - 02:30 PM ,NAC203 ,11
INB400 ,1,DSr ,MW 02:40 PM - 04:10 PM ,NAC506 ,1
INB410 ,2,AIK ,ST 04:20 PM - 05:50 PM ,NAC310 ,18
INB480 ,2,MHZ ,MW 11:20 AM - 12:50 PM ,NAC306 ,5
INB490 ,1,Fss ,MW 11:20 AM - 12:50 PM ,NAC203 ,2
LAW101 ,1,Sqb ,ST 01:00 PM - 02:30 PM ,NAC510 ,1
LAW101 ,2,Sqb ,MW 09:40 AM - 11:10 AM ,NAC313 ,0
LAW107 ,1,NMA ,ST 02:40 PM - 04:10 PM ,NAC313 ,3
LAW200 ,1,ItA ,MW 04:20 PM - 05:50 PM ,NAC315 ,0
LAW200 ,2,KAH ,RA 09:40 AM - 11:10 AM ,NAC991 ,0
LAW200 ,3,Sqb ,ST 08:00 AM - 09:30 AM ,NAC315 ,0
LAW200 ,4,Sqb ,MW 01:00 PM - 02:30 PM ,NAC510 ,0
LAW200 ,5,SKA1 ,ST 08:00 AM - 09:30 AM ,NAC403 ,0
LAW200 ,6,SKA1 ,MW 01:00 PM - 02:30 PM ,SAC207 ,0
LAW200 ,7,TAS ,MW 11:20 AM - 12:50 PM ,NAC510 ,0
LAW200 ,8,SAA4 ,A 11:20 AM - 02:30 PM ,NAC615 ,4
LAW200 ,9,KTR ,RA 02:40 PM - 04:10 PM ,NAC510 ,0
LAW200 ,10,TBA ,RA 04:20 PM - 05:50 PM ,NAC208 ,5
LAW200 ,11,SsR2 ,RA 01:00 PM - 02:30 PM ,NAC991 ,0
LAW200 ,13,EfS ,ST 02:40 PM - 04:10 PM ,NAC510 ,0
LAW200 ,14,EfS ,ST 04:20 PM - 05:50 PM ,NAC412 ,1
LAW200 ,15,MKA1 ,MW 09:40 AM - 11:10 AM ,NAC510 ,0
LAW200 ,16,MKA1 ,MW 02:40 PM - 04:10 PM ,SAC201 ,0
LAW200 ,17,STZ ,ST 02:40 PM - 04:10 PM ,SAC210 ,0
LAW200 ,18,IqH1 ,ST 04:20 PM - 05:50 PM ,SAC210 ,0
LAW200 ,20,TBA ,RA 04:20 PM - 05:50 PM ,NAC412 ,0
LAW200 ,21,MzR2 ,F 09:00 AM - 12:30 PM ,NAC404 ,0
LAW200 ,23,KTR ,ST 09:40 AM - 11:10 AM ,NAC412 ,0
LAW200 ,24,AtT ,ST 08:00 AM - 09:30 AM ,NAC412 ,7
LAW200 ,26,Ibd ,RA 11:20 AM - 12:50 PM ,NAC301 ,0
LAW200 ,27,afb ,RA 11:20 AM - 12:50 PM ,NAC510 ,0
LAW201 ,1,KAH ,MW 08:00 AM - 09:30 AM ,NAC412 ,0
LAW211 ,1,TAS ,MW 02:40 PM - 04:10 PM ,NAC412 ,5
LAW213 ,1,NJN ,MW 01:00 PM - 02:30 PM ,NAC412 ,0
LAW303 ,1,ItA ,MW 02:40 PM - 04:10 PM ,NAC313 ,7
LAW305 ,1,Rji ,RA 11:20 AM - 12:50 PM ,NAC508 ,1
LAW310 ,1,MRI3 ,ST 11:20 AM - 12:50 PM ,NAC412 ,0
LAW310 ,2,MRI3 ,ST 04:20 PM - 05:50 PM ,NAC411 ,0
LAW313 ,1,NJN ,MW 04:20 PM - 05:50 PM ,NAC412 ,9
LAW314 ,1,NJN ,ST 11:20 AM - 12:50 PM ,NAC510 ,0
LAW401 ,1,SAA4 ,A 08:00 AM - 11:00 AM ,NAC615 ,21
LAW404/LAW427 ,1,NJN ,MW 11:20 AM - 12:50 PM ,NAC412 ,13
LAW405 ,1,KAH ,RA 08:00 AM - 09:30 AM ,NAC315 ,0
LAW406 ,1,Rji ,MW 08:00 AM - 09:30 AM ,NAC315 ,11
LAW408 ,1,Rji ,RA 02:40 PM - 04:10 PM ,NAC412 ,8
LAW410 ,1,NJN ,ST 02:40 PM - 04:10 PM ,NAC412 ,0
LAW306/LAW412 ,1,KAH ,RA 01:00 PM - 02:30 PM ,NAC990 ,2
LAW413 ,1,SKA1 ,ST 09:40 AM - 11:10 AM ,NAC313 ,6
LAW417 ,1,STZ ,ST 08:00 AM - 09:30 AM ,NAC313 ,0
LAW418 ,1,Rji ,RA 09:40 AM - 11:10 AM ,NAC313 ,2
LAW403/LAW421 ,1,MRI3 ,ST 01:00 PM - 02:30 PM ,NAC412 ,1
LAW426 ,1,SKA1 ,MW 09:40 AM - 11:10 AM ,NAC412 ,5
LBA104 ,1,IPL ,RA 11:20 AM - 12:50 PM ,NAC517 ,0
LLM504 ,1,NMN1 ,W 07:00 PM - 10:10 PM ,NAC301 ,14
LLM505 ,1,TBA ,F 08:00 AM - 11:00 AM ,NAC406 ,7
LLM509 ,2,NMA ,T 07:00 PM - 10:10 PM ,NAC302 ,0
LLM514 ,1,TBA ,A 07:00 PM - 10:10 PM ,NAC305 ,16
LLM516 ,1,TBA ,F 03:00 PM - 06:30 PM ,NAC408 ,0
LLM519 ,1,TBA ,A 09:40 AM - 12:50 PM ,SAC201 ,21
MAT116 ,1,SkA2 ,MW 08:00 AM - 09:30 AM ,SAC203 ,0
MAT116 ,2,SkA2 ,MW 04:20 PM - 05:50 PM ,SAC202 ,0
MAT116 ,3,SSU ,ST 02:40 PM - 04:10 PM ,SAC401 ,1
MAT116 ,4,SSU ,ST 04:20 PM - 05:50 PM ,SAC401 ,1
MAT116 ,5,MAM1 ,MW 08:00 AM - 09:30 AM ,SAC401 ,0
MAT116 ,6,ZHn ,MW 02:40 PM - 04:10 PM ,SAC210 ,1
MAT116 ,7,MAM1 ,MW 04:20 PM - 05:50 PM ,SAC310 ,1
MAT116 ,8,ZHn ,MW 09:40 AM - 11:10 AM ,SAC210 ,0
MAT116 ,9,MAM1 ,MW 02:40 PM - 04:10 PM ,SAC312 ,1
MAT116 ,10,ZHn ,MW 11:20 AM - 12:50 PM ,SAC316 ,0
MAT116 ,11,NSr ,RA 02:40 PM - 04:10 PM ,SAC205 ,0
MAT116 ,12,CNP ,RA 02:40 PM - 04:10 PM ,SAC202 ,0
MAT116 ,13,KSd ,RA 04:20 PM - 05:50 PM ,SAC204 ,5
MAT116 ,14,NSr ,RA 04:20 PM - 05:50 PM ,SAC210 ,0
MAT116 ,15,Aua ,RA 09:40 AM - 11:10 AM ,SAC210 ,1
MAT116 ,16,SMv ,RA 11:20 AM - 12:50 PM ,SAC207 ,0
MAT116 ,18,SMv ,ST 08:00 AM - 09:30 AM ,SAC212 ,0
MAT116 ,19,Aua ,RA 11:20 AM - 12:50 PM ,NAC992 ,0
MAT120 ,1,FUA ,RA 08:00 AM - 09:30 AM ,SAC402 ,5
MAT120 ,2,Thr ,RA 04:20 PM - 05:50 PM ,SAC514 ,2
MAT120 ,3,SSU ,MW 02:40 PM - 04:10 PM ,SAC212 ,0
MAT120 ,4,SSU ,MW 04:20 PM - 05:50 PM ,SAC201 ,0
MAT120 ,5,PNg ,ST 01:00 PM - 02:30 PM ,SAC213 ,0
MAT120 ,6,PNg ,ST 04:20 PM - 05:50 PM ,SAC313 ,0
MAT120 ,7,MS1 ,MW 09:40 AM - 11:10 AM ,SAC316 ,0
MAT120 ,8,MS1 ,MW 11:20 AM - 12:50 PM ,SAC312 ,0
MAT120 ,9,SBW ,RA 02:40 PM - 04:10 PM ,NAC507 ,4
MAT120 ,10,MAS ,RA 04:20 PM - 05:50 PM ,NAC414 ,0
MAT120 ,11,LKS ,RA 04:20 PM - 05:50 PM ,SAC211 ,0
MAT120 ,12,AmK ,RA 02:40 PM - 04:10 PM ,SAC407 ,0
MAT120 ,13,AmK ,RA 04:20 PM - 05:50 PM ,SAC212 ,1
MAT120 ,14,MMH5 ,MW 01:00 PM - 02:30 PM ,SAC315 ,0
MAT120 ,15,MMH5 ,MW 04:20 PM - 05:50 PM ,SAC210 ,0
MAT120 ,16,ZIK ,RA 02:40 PM - 04:10 PM ,SAC514 ,0
MAT120 ,17,ZIK ,RA 04:20 PM - 05:50 PM ,NAC511 ,0
MAT120 ,18,AdA ,RA 02:40 PM - 04:10 PM ,NAC508 ,2
MAT120 ,20,Thr ,RA 02:40 PM - 04:10 PM ,NAC313 ,1
MAT120 ,21,Rks ,RA 02:40 PM - 04:10 PM ,NAC403 ,0
MAT120 ,22,FUA ,RA 09:40 AM - 11:10 AM ,SAC211 ,7
MAT125 ,1,PNg ,MW 04:20 PM - 05:50 PM ,NAC604 ,0
MAT125 ,2,PNg ,MW 01:00 PM - 02:30 PM ,NAC208 ,0
MAT125 ,3,UMM ,ST 09:40 AM - 11:10 AM ,SAC511 ,0
MAT125 ,4,UMM ,ST 11:20 AM - 12:50 PM ,SAC316 ,0
MAT125 ,5,MS1 ,ST 09:40 AM - 11:10 AM ,SAC401 ,1
MAT125 ,6,MS1 ,ST 11:20 AM - 12:50 PM ,SAC402 ,3
MAT125 ,7,MMH5 ,ST 01:00 PM - 02:30 PM ,SAC314 ,0
MAT125 ,8,MMH5 ,ST 04:20 PM - 05:50 PM ,SAC314 ,0
MAT125 ,9,Mde ,RA 11:20 AM - 12:50 PM ,SAC212 ,6
MAT125 ,10,Mde ,RA 01:00 PM - 02:30 PM ,SAC211 ,2
MAT125 ,11,AuR ,RA 09:40 AM - 11:10 AM ,SAC212 ,1
MAT125 ,12,AuR ,RA 11:20 AM - 12:50 PM ,SAC210 ,4
MAT125 ,13,Bbn ,RA 01:00 PM - 02:30 PM ,SAC212 ,2
MAT125 ,15,SSd ,RA 01:00 PM - 02:30 PM ,SAC402 ,0
MAT125 ,16,SSd ,RA 04:20 PM - 05:50 PM ,NAC507 ,0
MAT125 ,17,LKS ,RA 02:40 PM - 04:10 PM ,SAC201 ,3
MAT125 ,18,CNP ,RA 01:00 PM - 02:30 PM ,SAC513 ,5
MAT130 ,1,MtM ,RA 02:40 PM - 04:10 PM ,SAC316 ,4
MAT130 ,2,MHI1 ,RA 04:20 PM - 05:50 PM ,SAC401 ,0
MAT130 ,3,HAr ,MW 09:40 AM - 11:10 AM ,SAC314 ,0
MAT130 ,4,HAr ,MW 11:20 AM - 12:50 PM ,SAC313 ,1
MAT130 ,5,MtM ,MW 11:20 AM - 12:50 PM ,SAC314 ,2
MAT130 ,6,MtM ,RA 11:20 AM - 12:50 PM ,SAC513 ,2
MAT130 ,7,Swk ,RA 04:20 PM - 05:50 PM ,SAC202 ,2
MAT130 ,8,ZHn ,ST 09:40 AM - 11:10 AM ,SAC316 ,0
MAT130 ,9,ZHn ,ST 02:40 PM - 04:10 PM ,SAC316 ,0
MAT130 ,10,MHI1 ,ST 04:20 PM - 05:50 PM ,SAC312 ,0
MAT130 ,11,MHI1 ,ST 01:00 PM - 02:30 PM ,SAC315 ,0
MAT130 ,12,MtM ,RA 09:40 AM - 11:10 AM ,SAC313 ,7
MAT130 ,13,MAS ,RA 02:40 PM - 04:10 PM ,NAC203 ,0
MAT130 ,14,OMG ,RA 01:00 PM - 02:30 PM ,SAC514 ,0
MAT130 ,16,AdS ,RA 02:40 PM - 04:10 PM ,SAC513 ,0
MAT140 ,1,AjM ,RA 04:20 PM - 05:50 PM ,NAC510 ,0
MAT140 ,2,Hmn ,RA 02:40 PM - 04:10 PM ,NAC509 ,3
MAT240 ,1,MFU ,RA 11:20 AM - 12:50 PM ,SAC211 ,8
MAT250 ,1,UMM ,MW 09:40 AM - 11:10 AM ,SAC313 ,0
MAT250 ,2,UMM ,MW 11:20 AM - 12:50 PM ,SAC212 ,0
MAT250 ,3,MLA ,MW 11:20 AM - 12:50 PM ,SAC315 ,0
MAT250 ,4,MLA ,MW 04:20 PM - 05:50 PM ,SAC511 ,0
MAT250 ,5,HAr ,ST 09:40 AM - 11:10 AM ,SAC312 ,0
MAT250 ,6,HAr ,ST 11:20 AM - 12:50 PM ,SAC313 ,0
MAT250 ,7,HAr ,ST 02:40 PM - 04:10 PM ,SAC313 ,0
MAT250 ,8,LSA ,RA 04:20 PM - 05:50 PM ,SAC314 ,0
MAT250 ,9,JCw ,MW 04:20 PM - 05:50 PM ,SAC212 ,3
MAT250 ,10,JCw ,ST 02:40 PM - 04:10 PM ,NAC506 ,0
MAT250 ,11,JCw ,ST 04:20 PM - 05:50 PM ,SAC211 ,3
MAT260 ,1,MFU ,RA 09:40 AM - 11:10 AM ,SAC511 ,3
MAT350 ,1,SK ,ST 04:20 PM - 05:50 PM ,NAC510 ,5
MAT350 ,2,SK ,ST 01:00 PM - 02:30 PM ,SAC511 ,6
MAT350 ,3,MHI1 ,RA 01:00 PM - 02:30 PM ,SAC213 ,8
MAT350 ,4,Mla ,ST 11:20 AM - 12:50 PM ,SAC314 ,2
MAT350 ,5,MTH ,ST 09:40 AM - 11:10 AM ,SAC210 ,3
MAT350 ,6,MTH ,ST 11:20 AM - 12:50 PM ,SAC401 ,0
MAT350 ,7,UMM ,MW 02:40 PM - 04:10 PM ,SAC316 ,3
MAT350 ,8,MHI1 ,MW 01:00 PM - 02:30 PM ,SAC211 ,0
MAT350 ,10,LSA ,RA 02:40 PM - 04:10 PM ,SAC309 ,2
MAT361 ,1,Hmn ,RA 09:40 AM - 11:10 AM ,SAC401 ,0
MAT361 ,2,Hmn ,RA 01:00 PM - 02:30 PM ,NAC993 ,1
MAT361 ,3,PPD ,MW 01:00 PM - 02:30 PM ,SAC401 ,0
MAT361 ,4,PPD ,MW 02:40 PM - 04:10 PM ,SAC401 ,0
MAT361 ,5,MAM1 ,ST 08:00 AM - 09:30 AM ,SAC316 ,15
MAT361 ,6,MAM1 ,ST 11:20 AM - 12:50 PM ,SAC511 ,8
MAT361 ,7,IJh ,ST 02:40 PM - 04:10 PM ,SAC315 ,0
MAT361 ,8,IJh ,ST 04:20 PM - 05:50 PM ,NAC404 ,0
MAT361 ,9,IJh ,RA 02:40 PM - 04:10 PM ,SAC402 ,0
MAT361 ,10,IsR ,ST 01:00 PM - 02:30 PM ,NAC207 ,0
MAT361 ,11,IsR ,ST 04:20 PM - 05:50 PM ,NAC605 ,0
MAT361 ,12,AjM ,RA 02:40 PM - 04:10 PM ,SAC211 ,0
MAT361 ,13,AdS1 ,RA 09:40 AM - 11:10 AM ,SAC402 ,0
MAT361 ,14,IJh ,RA 04:20 PM - 05:50 PM ,SAC313 ,0
MAT480 ,1,MTH ,MW 04:20 PM - 05:50 PM ,SAC306 ,4
MAT495 ,1,JCw ,MW 01:00 PM - 02:30 PM ,NAC992 ,22
MGT212 ,1,TyA ,ST 11:20 AM - 12:50 PM ,NAC206 ,0
MGT212 ,2,Afd ,ST 11:20 AM - 12:50 PM ,NAC405 ,0
MGT212 ,3,JMS ,ST 11:20 AM - 12:50 PM ,NAC504 ,0
MGT212 ,4,MAO ,ST 01:00 PM - 02:30 PM ,SAC313 ,0
MGT212 ,5,Afd ,ST 02:40 PM - 04:10 PM ,NAC204 ,0
MGT212 ,6,AAA1 ,ST 02:40 PM - 04:10 PM ,NAC205 ,2
MGT212 ,7,LkK ,ST 02:40 PM - 04:10 PM ,NAC304 ,0
MGT212 ,8,MAO ,ST 02:40 PM - 04:10 PM ,NAC405 ,0
MGT212 ,9,AAA1 ,ST 11:20 AM - 12:50 PM ,NAC204 ,2
MGT212 ,10,TMd ,MW 08:00 AM - 09:30 AM ,NAC209 ,0
MGT212 ,11,QTI ,MW 01:00 PM - 02:30 PM ,NAC304 ,0
MGT212 ,12,IsL ,MW 01:00 PM - 02:30 PM ,NAC502 ,4
MGT212 ,13,ShH ,MW 01:00 PM - 02:30 PM ,NAC505 ,1
MGT212 ,14,Mof ,MW 02:40 PM - 04:10 PM ,NAC205 ,0
MGT212 ,15,Tnn ,MW 02:40 PM - 04:10 PM ,NAC206 ,28
MGT212 ,16,TMd ,MW 02:40 PM - 04:10 PM ,NAC404 ,0
MGT212 ,17,Tnn ,MW 04:20 PM - 05:50 PM ,NAC304 ,25
MGT212 ,18,TBA ,RA 08:00 AM - 09:30 AM ,SAC211 ,7
MGT212 ,19,FKN ,RA 09:40 AM - 11:10 AM ,NAC201 ,20
MGT212 ,20,EsQ ,RA 09:40 AM - 11:10 AM ,NAC204 ,0
MGT212 ,21,SRS3 ,RA 09:40 AM - 11:10 AM ,NAC205 ,0
MGT212 ,22,FKN ,RA 01:00 PM - 02:30 PM ,NAC313 ,28
MGT314 ,1,MnH1 ,ST 08:00 AM - 09:30 AM ,NAC214 ,15
MGT314 ,2,JMS ,ST 08:00 AM - 09:30 AM ,NAC502 ,0
MGT314 ,3,Mof ,ST 11:20 AM - 12:50 PM ,NAC304 ,0
MGT314 ,4,YUB ,ST 01:00 PM - 02:30 PM ,NAC304 ,1
MGT314 ,5,MnH1 ,ST 02:40 PM - 04:10 PM ,NAC206 ,0
MGT314 ,6,Mof ,ST 02:40 PM - 04:10 PM ,NAC403 ,0
MGT314 ,7,YUB ,ST 04:20 PM - 05:50 PM ,NAC304 ,0
MGT314 ,8,MnH1 ,MW 08:00 AM - 09:30 AM ,NAC304 ,19
MGT314 ,9,JMS ,MW 08:00 AM - 09:30 AM ,NAC509 ,0
MGT314 ,10,Mof ,MW 11:20 AM - 12:50 PM ,NAC304 ,0
MGT314 ,11,JMS ,MW 11:20 AM - 12:50 PM ,NAC403 ,1
MGT314 ,12,YUB ,MW 01:00 PM - 02:30 PM ,NAC405 ,0
MGT314 ,13,MHC ,MW 04:20 PM - 05:50 PM ,NAC414 ,0
MGT314 ,14,RsH3 ,RA 08:00 AM - 09:30 AM ,NAC202 ,0
MGT314 ,15,WSC ,RA 09:40 AM - 11:10 AM ,NAC206 ,0
MGT314 ,16,RsH3 ,RA 09:40 AM - 11:10 AM ,NAC315 ,0
MGT314 ,17,MHC ,RA 09:40 AM - 11:10 AM ,SAC204 ,0
MGT314 ,18,TBA ,RA 01:00 PM - 02:30 PM ,NAC204 ,0
MGT314 ,19,WSC ,RA 01:00 PM - 02:30 PM ,NAC213 ,1
MGT314 ,20,MHC ,RA 01:00 PM - 02:30 PM ,NAC305 ,1
MGT314 ,21,WSC ,RA 02:40 PM - 04:10 PM ,NAC204 ,0
MGT314 ,22,TBA ,RA 04:20 PM - 05:50 PM ,NAC404 ,1
MGT321 ,1,TyA ,ST 02:40 PM - 04:10 PM ,NAC305 ,0
MGT321 ,2,Afd ,MW 11:20 AM - 12:50 PM ,NAC301 ,19
MGT321 ,3,UTH ,MW 11:20 AM - 12:50 PM ,NAC502 ,0
MGT321 ,4,Afd ,MW 02:40 PM - 04:10 PM ,NAC204 ,18
MGT330 ,1,UTH ,MW 01:00 PM - 02:30 PM ,NAC204 ,23
MGT351 ,1,KHs ,ST 08:00 AM - 09:30 AM ,NAC206 ,0
MGT351 ,2,TMd ,ST 08:00 AM - 09:30 AM ,NAC209 ,1
MGT351 ,4,Rfq ,ST 09:40 AM - 11:10 AM ,NAC204 ,0
MGT351 ,5,Mli ,ST 09:40 AM - 11:10 AM ,NAC304 ,0
MGT351 ,6,ShH ,ST 11:20 AM - 12:50 PM ,NAC502 ,0
MGT351 ,7,Rfq ,ST 01:00 PM - 02:30 PM ,NAC206 ,3
MGT351 ,8,QTI ,ST 01:00 PM - 02:30 PM ,NAC209 ,2
MGT351 ,9,Mli ,ST 01:00 PM - 02:30 PM ,NAC305 ,0
MGT351 ,11,ShH ,ST 01:00 PM - 02:30 PM ,NAC504 ,0
MGT351 ,12,FsZ ,ST 01:00 PM - 02:30 PM ,SAC201 ,4
MGT351 ,13,TMd ,ST 02:40 PM - 04:10 PM ,NAC215 ,1
MGT351 ,14,QTI ,ST 02:40 PM - 04:10 PM ,NAC503 ,2
MGT351 ,15,FsZ ,ST 02:40 PM - 04:10 PM ,NAC504 ,9
MGT351 ,16,KHs ,ST 04:20 PM - 05:50 PM ,NAC201 ,0
MGT351 ,17,Tnn ,ST 04:20 PM - 05:50 PM ,NAC204 ,30
MGT351 ,18,UHM ,ST 04:20 PM - 05:50 PM ,NAC205 ,0
MGT351 ,19,Alm ,ST 04:20 PM - 05:50 PM ,NAC502 ,0
MGT351 ,20,UHM ,MW 08:00 AM - 09:30 AM ,NAC405 ,0
MGT351 ,21,FsZ ,MW 11:20 AM - 12:50 PM ,NAC206 ,0
MGT351 ,22,ShH ,MW 11:20 AM - 12:50 PM ,NAC503 ,0
MGT351 ,23,UHM ,MW 01:00 PM - 02:30 PM ,NAC206 ,0
MGT351 ,24,AAA1 ,MW 01:00 PM - 02:30 PM ,NAC314 ,1
MGT351 ,25,AAA1 ,MW 04:20 PM - 05:50 PM ,NAC202 ,0
MGT351 ,26,Alm ,MW 04:20 PM - 05:50 PM ,NAC510 ,1
MGT368 ,1,MAG ,ST 08:00 AM - 09:30 AM ,NAC204 ,0
MGT368 ,2,FNa1 ,ST 09:40 AM - 11:10 AM ,NAC206 ,0
MGT368 ,3,MfW ,ST 09:40 AM - 11:10 AM ,NAC404 ,0
MGT368 ,4,MfW ,ST 11:20 AM - 12:50 PM ,NAC503 ,0
MGT368 ,5,FNa1 ,ST 11:20 AM - 12:50 PM ,NAC620 ,0
MGT368 ,6,MAG ,ST 01:00 PM - 02:30 PM ,NAC505 ,0
MGT368 ,7,ShL ,ST 02:40 PM - 04:10 PM ,NAC502 ,0
MGT368 ,8,GpB ,ST 04:20 PM - 05:50 PM ,NAC209 ,11
MGT368 ,9,SmM4 ,MW 08:00 AM - 09:30 AM ,NAC403 ,0
MGT368 ,10,MAG ,MW 09:40 AM - 11:10 AM ,NAC204 ,0
MGT368 ,11,MfW ,MW 09:40 AM - 11:10 AM ,NAC503 ,0
MGT368 ,12,SmM4 ,MW 11:20 AM - 12:50 PM ,NAC209 ,0
MGT368 ,13,MAO ,MW 01:00 PM - 02:30 PM ,NAC404 ,0
MGT368 ,14,MAO ,MW 04:20 PM - 05:50 PM ,NAC305 ,0
MGT368 ,15,MKR2 ,RA 08:00 AM - 09:30 AM ,NAC208 ,0
MGT368 ,16,ZMC ,RA 11:20 AM - 12:50 PM ,NAC205 ,11
MGT368 ,17,MKR2 ,RA 11:20 AM - 12:50 PM ,NAC304 ,0
MGT368 ,18,TBA ,RA 01:00 PM - 02:30 PM ,NAC202 ,0
MGT368 ,19,SRS3 ,RA 01:00 PM - 02:30 PM ,NAC304 ,0
MGT368 ,20,EsQ ,RA 01:00 PM - 02:30 PM ,NAC314 ,0
MGT368 ,21,TBA ,RA 01:00 PM - 02:30 PM ,NAC503 ,0
MGT368 ,22,ZMC ,RA 01:00 PM - 02:30 PM ,NAC504 ,32
MGT368 ,23,TBA ,RA 04:20 PM - 05:50 PM ,NAC206 ,6
MGT368 ,24,ZMC ,RA 04:20 PM - 05:50 PM ,NAC304 ,30
MGT460 ,1,MnH1 ,MW 01:00 PM - 02:30 PM ,NAC403 ,9
MGT489 ,1,SmM4 ,ST 08:00 AM - 09:30 AM ,NAC304 ,1
MGT489 ,2,Ift ,ST 08:00 AM - 09:30 AM ,NAC503 ,14
MGT489 ,3,MHM ,ST 08:00 AM - 09:30 AM ,NAC505 ,15
MGT489 ,4,Ift ,ST 09:40 AM - 11:10 AM ,NAC502 ,5
MGT489 ,5,MHM ,ST 09:40 AM - 11:10 AM ,NAC620 ,15
MGT489 ,6,IJS ,ST 11:20 AM - 12:50 PM ,NAC403 ,0
MGT489 ,7,SmM4 ,ST 11:20 AM - 12:50 PM ,NAC404 ,1
MGT489 ,8,NTB ,ST 01:00 PM - 02:30 PM ,NAC620 ,1
MGT489 ,9,BHj ,ST 02:40 PM - 04:10 PM ,NAC620 ,0
MGT489 ,10,ZMu ,ST 04:20 PM - 05:50 PM ,NAC505 ,0
MGT489 ,11,ZTK ,MW 08:00 AM - 09:30 AM ,NAC413 ,0
MGT489 ,12,ZTK ,MW 09:40 AM - 11:10 AM ,NAC620 ,1
MGT489 ,13,ShL ,MW 11:20 AM - 12:50 PM ,NAC505 ,0
MGT489 ,14,YUB ,MW 04:20 PM - 05:50 PM ,NAC502 ,1
MGT489 ,15,ZMu ,MW 04:20 PM - 05:50 PM ,NAC511 ,1
MGT489 ,16,ZkJ ,RA 08:00 AM - 09:30 AM ,NAC502 ,0
MGT489 ,17,ZkJ ,RA 11:20 AM - 12:50 PM ,NAC603 ,0
MGT489 ,18,BHj ,RA 11:20 AM - 12:50 PM ,NAC620 ,0
MGT489 ,19,BHj ,RA 01:00 PM - 02:30 PM ,NAC604 ,1
MGT489 ,20,TBA ,RA 04:20 PM - 05:50 PM ,NAC205 ,2
MGT489 ,21,SJI1 ,RA 04:20 PM - 05:50 PM ,NAC401 ,1
MGT490 ,1,MfW ,MW 11:20 AM - 12:50 PM ,NAC405 ,7
MGT602 ,1,Adz ,T 07:00 PM - 10:10 PM ,NAC603 ,1
MGT610 ,1,UTH ,S 07:00 PM - 10:10 PM ,NAC602 ,24
MGT675 ,1,Hsi ,A 07:00 PM - 10:10 PM ,NAC621 ,2
MGT680 ,1,HQ ,M 07:00 PM - 10:10 PM ,NAC620 ,16
BIO202/MIC101 ,1,NBb ,ST 01:00 PM - 02:30 PM ,SAC404 ,0
BIO202/MIC101 ,2,FSs1 ,ST 11:20 AM - 12:50 PM ,SAC209 ,6
