Course ,Section ,Faculty ,Time ,Room ,Seats Available
ACT201 ,1,RNH ,MW 01:00 PM - 02:30 PM ,NAC201 ,0
ACT201 ,2,TsA ,MW 08:00 AM - 09:30 AM ,NAC311 ,0
ACT201 ,3,MdM ,MW 02:40 PM - 04:10 PM ,NAC201 ,0
ACT201 ,4,HHq1 ,MW 04:20 PM - 05:50 PM ,NAC210 ,0
ACT201 ,5,ASy ,MW 09:40 AM - 11:10 AM ,NAC201 ,0
ACT201 ,6,ASy ,MW 11:20 AM - 12:50 PM ,NAC201 ,0
ACT201 ,7,Aru ,RA 01:00 PM - 02:30 PM ,NAC203 ,0
ACT201 ,8,SHA1 ,RA 01:00 PM - 02:30 PM ,NAC410 ,0
ACT201 ,9,KSR ,RA 09:40 AM - 11:10 AM ,NAC203 ,0
ACT201 ,10,SmR1 ,RA 09:40 AM - 11:10 AM ,NAC210 ,0
ACT201 ,12,SmR1 ,RA 11:20 AM - 12:50 PM ,NAC203 ,0
ACT201 ,13,FHW ,RA 11:20 AM - 12:50 PM ,NAC210 ,13
ACT201 ,14,MRe ,RA 11:20 AM - 12:50 PM ,NAC401 ,0
ACT201 ,15,SHA1 ,RA 11:20 AM - 12:50 PM ,NAC402 ,0
ACT201 ,16,SHA1 ,ST 01:00 PM - 02:30 PM ,NAC202 ,0
ACT201 ,17,SoR ,ST 01:00 PM - 02:30 PM ,NAC203 ,0
ACT201 ,18,IAC ,ST 02:40 PM - 04:10 PM ,NAC201 ,0
ACT201 ,19,NNh ,ST 02:40 PM - 04:10 PM ,NAC202 ,0
ACT201 ,20,IAC ,ST 04:20 PM - 05:50 PM ,NAC207 ,0
ACT201 ,21,Sbr ,ST 08:00 AM - 09:30 AM ,NAC604 ,12
ACT201 ,22,FHW ,ST 08:00 AM - 09:30 AM ,NAC415 ,20
ACT201 ,23,RMB ,ST 08:00 AM - 09:30 AM ,NAC413 ,0
ACT201 ,24,TSj ,ST 08:00 AM - 09:30 AM ,NAC410 ,0
ACT201 ,25,MRe ,ST 08:00 AM - 09:30 AM ,NAC402 ,0
ACT201 ,26,NNh ,ST 09:40 AM - 11:10 AM ,NAC202 ,0
ACT201 ,27,Sbr ,ST 09:40 AM - 11:10 AM ,NAC203 ,1
ACT201 ,28,TSj ,ST 09:40 AM - 11:10 AM ,NAC207 ,0
ACT201 ,29,NNh ,ST 11:20 AM - 12:50 PM ,NAC201 ,0
ACT201 ,30,SoR ,ST 11:20 AM - 12:50 PM ,NAC202 ,0
ACT201 ,31,Sys ,ST 11:20 AM - 12:50 PM ,NAC203 ,0
ACT202 ,1,IAC ,MW 01:00 PM - 02:30 PM ,NAC210 ,0
ACT202 ,2,SoR ,MW 01:00 PM - 02:30 PM ,NAC307 ,0
ACT202 ,3,RNH ,MW 02:40 PM - 04:10 PM ,NAC202 ,1
ACT202 ,4,SoR ,MW 02:40 PM - 04:10 PM ,NAC207 ,0
ACT202 ,5,IAC ,MW 04:20 PM - 05:50 PM ,NAC213 ,0
ACT202 ,6,Sbr ,MW 08:00 AM - 09:30 AM ,NAC504 ,13
ACT202 ,7,Rkb ,MW 09:40 AM - 11:10 AM ,NAC202 ,0
ACT202 ,8,Sbr ,MW 09:40 AM - 11:10 AM ,NAC210 ,20
ACT202 ,9,TsA ,MW 11:20 AM - 12:50 PM ,NAC202 ,0
ACT202 ,10,FHW ,RA 02:40 PM - 04:10 PM ,NAC211 ,5
ACT202 ,11,BFK ,RA 04:20 PM - 05:50 PM ,NAC210 ,2
ACT202 ,12,FHW ,RA 04:20 PM - 05:50 PM ,NAC211 ,18
ACT202 ,13,TBA ,RA 04:20 PM - 05:50 PM ,NAC402 ,0
ACT202 ,14,MRe ,RA 08:00 AM - 09:30 AM ,NAC203 ,0
ACT202 ,15,Trq ,RA 08:00 AM - 09:30 AM ,NAC210 ,2
ACT202 ,16,MRe ,RA 09:40 AM - 11:10 AM ,NAC401 ,0
ACT202 ,17,BFK ,ST 02:40 PM - 04:10 PM ,NAC203 ,0
ACT202 ,18,Rby ,ST 02:40 PM - 04:10 PM ,NAC210 ,0
ACT202 ,19,BFK ,ST 04:20 PM - 05:50 PM ,NAC210 ,0
ACT202 ,20,SHA1 ,ST 04:20 PM - 05:50 PM ,NAC301 ,7
ACT202 ,21,RMH1 ,ST 08:00 AM - 09:30 AM ,NAC407 ,0
ACT202 ,22,RMH1 ,ST 11:20 AM - 12:50 PM ,NAC209 ,1
ACT310 ,1,Rkb ,MW 01:00 PM - 02:30 PM ,NAC308 ,0
ACT310 ,2,MGR ,MW 09:40 AM - 11:10 AM ,NAC314 ,9
ACT310 ,3,MGR ,MW 01:00 PM - 02:30 PM ,NAC501 ,14
ACT310 ,4,Rby ,ST 11:20 AM - 12:50 PM ,NAC210 ,0
ACT320 ,1,Rkb ,MW 02:40 PM - 04:10 PM ,NAC210 ,10
ACT320 ,2,RMH1 ,MW 11:20 AM - 12:50 PM ,NAC410 ,0
ACT320 ,3,MGR ,ST 11:20 AM - 12:50 PM ,NAC311 ,13
ACT330 ,1,Ani ,MW 08:00 AM - 09:30 AM ,NAC503 ,20
ACT330 ,2,Ani ,MW 11:20 AM - 12:50 PM ,NAC414 ,0
ACT330 ,3,MGR ,ST 09:40 AM - 11:10 AM ,NAC201 ,0
ACT360 ,1,Rby ,MW 08:00 AM - 09:30 AM ,NAC604 ,12
ACT360 ,2,BFK ,RA 02:40 PM - 04:10 PM ,NAC210 ,3
ACT360 ,3,Ani ,ST 08:00 AM - 09:30 AM ,NAC314 ,0
ACT360 ,4,Ani ,ST 11:20 AM - 12:50 PM ,NAC315 ,0
ACT370 ,1,RMH1 ,MW 08:00 AM - 09:30 AM ,NAC410 ,0
ACT370 ,2,KSR ,RA 08:00 AM - 09:30 AM ,NAC216 ,0
ACT370 ,3,AhU ,ST 04:20 PM - 05:50 PM ,NAC305 ,7
ACT380 ,1,IAz ,MW 04:20 PM - 05:50 PM ,NAC214 ,0
ACT410 ,1,SaT ,MW 01:00 PM - 02:30 PM ,NAC402 ,0
ACT410 ,2,AhU ,ST 02:40 PM - 04:10 PM ,NAC314 ,4
ACT430 ,1,AhU ,MW 02:40 PM - 04:10 PM ,NAC402 ,0
ACT430 ,2,AhU ,MW 04:20 PM - 05:50 PM ,NAC410 ,18
ANT101 ,1,BSq ,MW 11:20 AM - 12:50 PM ,NAC311 ,0
ANT101 ,2,BSq ,RA 09:40 AM - 11:10 AM ,NAC413 ,1
ANT101 ,3,MHR3 ,MW 04:20 PM - 05:50 PM ,NAC310 ,11
ANT101 ,4,TZf ,ST 02:40 PM - 04:10 PM ,NAC602 ,1
ARC111 ,1,TkH ,STR 09:40 AM - 12:50 PM ,LIB903 ,2
ARC111 ,2,Fmq1 ,STR 09:40 AM - 12:50 AM ,LIB903_v ,3
ARC112 ,1,Mfn ,STR 09:40 AM - 12:50 PM ,SAC801 ,0
ARC112 ,2,TBA ,STR 09:40 AM - 12:50 AM ,SAC801_v ,0
ARC112 ,3,TBA ,STR 09:40 AM - 12:50 AM ,SAC801_v2 ,4
ARC121 ,1,Siu ,MW 09:40 AM - 12:50 PM ,LIB903 ,0
ARC121 ,2,NAw ,MW 09:40 AM - 12:50 PM ,LIB903_v ,0
ARC122 ,1,HUR ,MW 09:40 AM - 12:50 PM ,SAC801 ,0
ARC122 ,2,SnF ,MW 09:40 AM - 12:50 PM ,SAC801_v ,0
ARC122 ,3,RMY ,MW 09:40 AM - 12:50 PM ,SAC801_v2 ,0
ARC123 ,1,AHs1 ,MW 09:40 AM - 12:50 PM ,LIB906 ,2
ARC131 ,1,STS3 ,ST 08:00 AM - 09:30 AM ,NAC511 ,1
ARC131 ,2,STS3 ,MW 08:00 AM - 09:30 AM ,LIB907 ,24
ARC133 ,1,RMY ,W 08:00 AM - 09:30 AM ,NAC301 ,6
ARC133 ,2,SIK3 ,M 08:00 AM - 09:30 AM ,NAC619 ,16
ARC213 ,1,Siu ,STWR 09:40 AM - 12:50 PM ,OAT903 ,1
ARC214 ,1,STS3 ,STWR 09:40 AM - 12:50 PM ,SAC802 ,0
ARC214 ,2,MKu ,STWR 09:40 AM - 12:50 PM ,SAC802_v ,4
ARC215 ,1,AHs1 ,STR 09:40 AM - 12:50 PM ,OAT1002 ,2
ARC241 ,1,SqR ,ST 02:40 PM - 04:10 PM ,NAC406 ,0
ARC242 ,2,AHs1 ,ST 02:40 PM - 04:10 PM ,LIB907 ,12
ARC251 ,1,IsH ,ST 01:00 PM - 02:30 PM ,LIB907 ,0
ARC251 ,2,SIK3 ,ST 08:00 AM - 09:30 AM ,SAC201 ,13
ARC261 ,1,Siu ,ST 01:00 PM - 02:30 PM ,OAT901 ,1
ARC262 ,1,Siu ,MW 01:00 PM - 02:30 PM ,LIB907 ,0
ARC263 ,1,Mfn ,ST 02:40 PM - 04:10 PM ,OAT901 ,2
ARC271 ,1,SnF ,MW 01:00 PM - 02:30 PM ,OAT803 ,9
ARC271 ,2,SnF ,MW 02:40 PM - 04:10 PM ,LIB907 ,1
ARC272 ,1,Mun ,MW 02:40 PM - 04:10 PM ,OAT901 ,11
ARC273 ,1,SIK3 ,M 09:40 AM - 12:50 PM ,LIB909 ,15
ARC273 ,2,SqR ,W 02:40 PM - 04:10 PM ,OAT803 ,18
ARC281 ,1,BMI ,R 01:00 PM - 04:10 PM ,OAT901 ,0
ARC282 ,1,THK ,R 01:00 PM - 04:10 PM ,LIB907 ,0
ARC283 ,1,TBA ,R 04:20 PM - 05:50 PM ,OAT901 ,8
ARC310 ,1,IsH ,MW 01:00 PM - 04:10 PM ,OAT1001 ,19
ARC310 ,2,MTm2 ,MW 01:00 PM - 04:10 PM ,OAT1001_v ,19
ARC316 ,1,RMY ,STR 09:40 AM - 12:50 PM ,OAT1003 ,0
ARC317 ,1,SqR ,STWR 09:40 AM - 12:50 PM ,LIB902 ,15
ARC318 ,1,Mun ,STWR 09:40 AM - 12:50 PM ,LIB905 ,3
ARC318 ,2,TBA ,STWR 09:40 AM - 12:50 PM ,LIB905_v ,35
ARC324 ,1,Rqh ,MW 09:40 AM - 12:50 PM ,OAT803 ,9
ARC324 ,2,MTm2 ,MW 09:40 AM - 12:50 PM ,OAT803_v ,0
ARC324 ,3,STS3 ,MW 09:40 AM - 12:50 PM ,OAT803_v2 ,24
ARC334 ,1,AHs1 ,M 08:00 AM - 09:30 AM ,NAC301 ,1
ARC343 ,1,Mun ,MW 01:00 PM - 02:30 PM ,OAT901 ,0
ARC344 ,1,HUR ,T 08:00 AM - 09:30 AM ,OAT901 ,0
ARC384 ,1,THK ,MW 04:20 PM - 05:50 PM ,LIB907 ,1
ARC410 ,1,SJd ,MW 09:40 AM - 12:50 PM ,LIB907 ,0
ARC418 ,1,SIK3 ,STWR 09:40 AM - 12:50 PM ,LIB901 ,1
ARC419 ,1,IsH ,STWR 09:40 AM - 12:50 PM ,OAT902 ,3
ARC419 ,2,MTm2 ,STWR 09:40 AM - 12:50 PM ,OAT902_v ,5
ARC445 ,1,SIK3 ,T 01:00 PM - 02:30 PM ,OAT803 ,0
ARC453 ,1,NAw ,ST 08:00 AM - 09:30 AM ,NAC619 ,26
ARC453 ,2,NAw ,MW 08:00 AM - 09:30 AM ,OAT901 ,0
ARC474 ,1,Mfn ,ST 08:00 AM - 09:30 AM ,LIB907 ,13
ARC492 ,1,SIK3 ,R 01:00 PM - 02:30 PM ,OAT803 ,6
ARC500 ,1,HUR ,TBA ,TBA ,0
ARC500 ,2,HUR ,TBA ,TBA ,1
ARC510 ,1,Mzc ,STR 09:40 AM - 12:50 PM ,OAT803 ,2
ARC510 ,2,TBA ,STR 09:40 AM - 12:50 PM ,OAT803_v ,2
ARC519 ,1,HUR ,STR 09:40 AM - 12:50 AM ,OAT1001 ,0
ARC519 ,2,Rqh ,STR 09:40 AM - 12:50 PM ,OAT1001_v ,10
ARC535 ,1,IsH ,T 02:40 PM - 04:10 PM ,OAT803 ,7
ARC576 ,1,RMY ,ST 08:00 AM - 09:30 AM ,SAC202 ,5
ARC596 ,1,NAw ,STR 09:40 AM - 12:50 PM ,LIB904 ,2
ARC596 ,2,TBA ,STR 09:40 AM - 12:50 AM ,LIB904_v ,2
ARC598 ,1,Mfn ,M 09:40 AM - 12:50 PM ,OAT901 ,23
BBT201/CHE201 ,1,IJn ,ST 01:00 PM - 02:30 PM ,SAC405 ,9
BBT202/CHE202 ,1,MSH3 ,ST 08:00 AM - 09:30 AM ,SAC404 ,3
BBT202/CHE202 ,2,MSH3 ,MW 11:20 AM - 12:50 PM ,SAC405 ,4
BBT203 ,1,MNU1 ,ST 11:20 AM - 12:50 PM ,LIB603 ,21
BBT204/BBT312/MIC209/MIC316 ,1,MSH3 ,ST 11:20 AM - 12:50 PM,,
0,,,,,
BBT204/BBT312/MIC209/MIC316 ,2,MSH3 ,MW 08:00 AM - 09:30 AM,,
17,,,,,
BBT205/BBT315 ,1,ZAB ,MW 01:00 PM - 02:30 PM ,SAC404 ,17
BBT206/BBT314 ,1,KNH ,MW 11:20 AM - 12:50 PM ,SAC404 ,0
BBT207/BBT221 ,1,ZAB ,ST 09:40 AM - 11:10 AM ,SAC404 ,0
BBT207/BBT221 ,2,ZAB ,MW 09:40 AM - 11:10 AM ,SAC405 ,2
BBT230 ,1,MNU1 ,MW 11:20 AM - 12:50 PM ,LIB603 ,10
BBT302/BBT335 ,1,CAK ,MW 02:40 PM - 04:10 PM ,SAC407 ,9
BBT303/BBT316/MIC303 ,1,KNH ,MW 02:40 PM - 04:10 PM ,SAC404 ,17
BBT305/BBT419 ,1,MNn ,MW 01:00 PM - 02:30 PM ,SAC407 ,25
BBT306/BBT317 ,1,Sdl ,ST 11:20 AM - 12:50 PM ,SAC405 ,8
BBT307/BBT417 ,1,IJn ,MW 09:40 AM - 11:10 AM ,SAC406 ,11
BBT309/BBT415 ,1,CAK ,MW 11:20 AM - 12:50 PM ,SAC406 ,8
BBT312L ,1,ACh ,T 09:40 AM - 12:50 PM ,SAC412 ,11
BBT312L ,2,ACh ,W 09:40 AM - 12:50 PM ,SAC412 ,6
BBT314L ,1,AIq ,R 09:40 AM - 12:50 PM ,SAC416 ,0
BBT316L ,1,ZaF ,R 02:40 PM - 05:50 PM ,SAC414 ,1
BBT318/BBT401 ,1,Sdl ,ST 09:40 AM - 11:10 AM ,SAC405 ,0
BBT404/BBT421/MIC403 ,1,KNH ,ST 02:40 PM - 04:10 PM ,SAC404 ,3
BBT405/BBT416/MIC311 ,1,Mqn ,MW 02:40 PM - 04:10 PM ,LIB603 ,5
BBT408/BBT424 ,1,KRC ,ST 08:00 AM - 09:30 AM ,SAC403 ,16
BBT413 ,1,CAK ,ST 02:40 PM - 04:10 PM ,SAC407 ,8
BBT413L ,1,IJn ,R 01:00 PM - 04:10 PM ,SAC412 ,6
BBT413L ,2,IJn ,R 01:00 PM - 04:10 PM ,SAC412 ,4
BBT415L ,1,KNH ,R 09:40 AM - 12:50 PM ,SAC412 ,0
BBT418 ,1,ZAB ,ST 01:00 PM - 02:30 PM ,SAC407 ,12
BBT422 ,1,TBA ,MW 08:00 AM - 09:30 AM ,SAC403 ,4
BBT422 ,2,TBA ,TBA ,TBA ,3
BBT422 ,3,TBA ,TBA ,TBA ,4
BBT491 ,1,Klq ,ST 04:20 PM - 05:50 PM ,SAC406 ,4
BBT499 ,1,TBA ,ST 08:00 AM - 09:30 AM ,SAC209 ,0
BBT499 ,2,TBA ,ST 04:20 PM - 05:50 PM ,SAC209 ,5
BBT499 ,3,TBA ,MW 04:20 PM - 05:50 PM ,SAC209 ,4
BBT499 ,4,TBA ,RA 08:00 AM - 09:30 AM ,SAC209 ,4
BBT499 ,5,TBA ,RA 04:20 PM - 05:50 PM ,SAC404 ,5
BBT601 ,1,IJn ,S 06:30 PM - 09:40 PM ,SAC405 ,26
BBT608 ,1,Awn ,M 06:00 PM - 09:10 PM ,SAC406 ,19
BBT615 ,1,IqM ,T 06:30 PM - 09:40 PM ,SAC405 ,20
BBT622 ,1,APz ,F 09:00 AM - 12:30 PM ,SAC210 ,26
BBT638 ,1,MRm4 ,M 06:00 PM - 09:10 PM ,SAC405 ,24
BBT645 ,1,CAK ,S 06:00 PM - 09:10 PM ,SAC406 ,24
BBT652 ,1,HiM ,R 06:00 PM - 09:10 PM ,SAC405 ,23
BBT671 ,1,Muz ,F 09:00 AM - 12:30 PM ,LIB602 ,22
BBT701 ,1,TBA ,MW 04:20 PM - 05:50 PM ,SAC407 ,0
BBT701 ,2,TBA ,RA 08:00 AM - 09:30 AM ,SAC406 ,3
BBT701 ,3,TBA ,RA 04:20 PM - 05:50 PM ,SAC405 ,5
BBT701 ,4,TBA ,TBA ,TBA ,5
BBT701 ,5,TBA ,TBA ,TBA ,4
BBT741 ,1,HiM ,A 06:00 PM - 09:10 PM ,SAC405 ,25
BBT791 ,1,Muz ,A 09:00 AM - 12:30 PM ,LIB602 ,24
BEN205 ,1,HAr1 ,RA 08:00 AM - 09:30 AM ,NAC309 ,0
BEN205 ,2,HAr1 ,RA 09:40 AM - 11:10 AM ,NAC509 ,0
BEN205 ,3,Rme ,MW 02:40 PM - 04:10 PM ,NAC511 ,0
BEN205 ,4,Rme ,ST 04:20 PM - 05:50 PM ,NAC313 ,0
BEN205 ,5,Rme ,MW 04:20 PM - 05:50 PM ,NAC309 ,0
BEN205 ,6,Rme ,RA 02:40 PM - 04:10 PM ,NAC517 ,0
BEN205 ,7,Snj ,ST 01:00 PM - 02:30 PM ,NAC511 ,0
BEN205 ,8,Snj ,ST 02:40 PM - 04:10 PM ,NAC511 ,0
BEN205 ,9,Rme ,RA 04:20 PM - 05:50 PM ,NAC314 ,0
BEN205 ,10,TMz ,TBA ,TBA ,0
BEN205 ,11,TMz ,MW 04:20 PM - 05:50 PM ,NAC411 ,0
BEN205 ,12,CcK ,RA 11:20 AM - 12:50 PM ,NAC207 ,0
BEN205 ,13,CcK ,RA 04:20 PM - 05:50 PM ,NAC309 ,0
BEN205 ,14,MBQ ,RA 09:40 AM - 11:10 AM ,NAC604 ,0
BEN205 ,15,MBQ ,RA 11:20 AM - 12:50 PM ,NAC404 ,0
BEN205 ,16,Gdd ,RA 09:40 AM - 11:10 AM ,NAC990 ,0
BEN205 ,17,Gdd ,RA 11:20 AM - 12:50 PM ,NAC507 ,0
BEN205 ,18,MBQ ,RA 01:00 PM - 02:30 PM ,NAC603 ,0
BEN205 ,19,Gdd ,RA 01:00 PM - 02:30 PM ,SAC203 ,0
BEN205 ,20,ADy ,RA 11:20 AM - 12:50 PM ,SAC402 ,0
BEN205 ,21,TBA ,MW 04:20 PM - 05:50 PM ,NAC415 ,0
BEN205 ,22,AdK1 ,RA 01:00 PM - 02:30 PM ,SAC309 ,0
BEN205 ,23,MAz1 ,RA 08:00 AM - 09:30 AM ,NAC314 ,0
BEN205 ,24,MAz1 ,RA 09:40 AM - 11:10 AM ,NAC503 ,0
BEN205 ,26,HBa ,RA 11:20 AM - 12:50 PM ,NAC509 ,0
BEN205 ,27,DnH ,RA 02:40 PM - 04:10 PM ,NAC605 ,4
BEN205 ,28,FrA3 ,RA 09:40 AM - 11:10 AM ,NAC601 ,0
BEN205 ,29,MAz1 ,RA 02:40 PM - 04:10 PM ,NAC409 ,0
BEN205 ,30,FrA3 ,RA 02:40 PM - 04:10 PM ,NAC309 ,0
BEN205 ,31,AKA1 ,RA 04:20 PM - 05:50 PM ,NAC315 ,0
BEN205 ,32,FrA3 ,RA 11:20 AM - 12:50 PM ,SAC203 ,0
BEN205 ,33,AKA1 ,RA 01:00 PM - 02:30 PM ,SAC202 ,0
BEN205 ,34,Sjj ,RA 09:40 AM - 11:10 AM ,NAC517 ,0
BEN205 ,35,Sjj ,RA 11:20 AM - 12:50 PM ,SAC202 ,0
BEN205 ,36,ADy ,RA 01:00 PM - 02:30 PM ,NAC517 ,0
BEN205 ,37,HBa ,RA 02:40 PM - 04:10 PM ,NAC402 ,0
BEN205 ,40,AdK1 ,RA 02:40 PM - 04:10 PM ,NAC603 ,0
BIO103 ,1,MNU1 ,ST 08:00 AM - 09:30 AM ,SAC405 ,4
BIO103 ,2,MjH1 ,ST 09:40 AM - 11:10 AM ,SAC209 ,0
BIO103 ,3,KNH ,ST 11:20 AM - 12:50 PM ,SAC404 ,0
BIO103 ,4,SKK ,ST 01:00 PM - 02:30 PM ,SAC406 ,0
BIO103 ,5,ZaF ,ST 01:00 PM - 02:30 PM ,SAC316 ,0
BIO103 ,6,MjH1 ,ST 02:40 PM - 04:10 PM ,SAC406 ,0
BIO103 ,7,AIq ,ST 04:20 PM - 05:50 PM ,SAC403 ,0
BIO103 ,8,FZd ,ST 04:20 PM - 05:50 PM ,SAC404 ,18
BIO103 ,9,MjH1 ,MW 08:00 AM - 09:30 AM ,SAC406 ,0
BIO103 ,10,ACR ,MW 09:40 AM - 11:10 AM ,SAC404 ,0
BIO103 ,11,Mfz ,MW 09:40 AM - 11:10 AM ,SAC209 ,0
BIO103 ,12,ZaF ,MW 02:40 PM - 04:10 PM ,SAC403 ,0
BIO103 ,13,MRm4 ,MW 04:20 PM - 05:50 PM ,SAC403 ,8
BIO103 ,14,AIq ,MW 04:20 PM - 05:50 PM ,SAC404 ,0
BIO103 ,16,LtB ,RA 09:40 AM - 11:10 AM ,SAC405 ,0
BIO103 ,17,KFR ,RA 09:40 AM - 11:10 AM ,SAC209 ,2
BIO103 ,18,AMK3 ,RA 11:20 AM - 12:50 PM ,SAC404 ,0
BIO103 ,19,LtB ,RA 11:20 AM - 12:50 PM ,SAC405 ,0
BIO103 ,20,FZd ,RA 01:00 PM - 02:30 PM ,SAC403 ,7
BIO103 ,21,KFR ,RA 01:00 PM - 02:30 PM ,SAC406 ,6
BIO103 ,22,HiM ,RA 02:40 PM - 04:10 PM ,SAC406 ,24
BIO103L ,1,Klq ,S 01:00 PM - 04:10 PM ,SAC415 ,4
BIO103L ,2,Klq ,S 01:00 PM - 04:10 PM ,SAC415 ,0
BIO103L ,3,Klq ,S 01:00 PM - 04:10 PM ,SAC415 ,0
BIO103L ,4,MjH1 ,M 09:40 AM - 12:50 PM ,SAC415 ,0
BIO103L ,5,MjH1 ,M 09:40 AM - 12:50 PM ,SAC415 ,0
BIO103L ,6,MjH1 ,M 09:40 AM - 12:50 PM ,SAC415 ,0
BIO103L ,7,SKK ,M 01:00 PM - 04:10 PM ,SAC415 ,0
BIO103L ,8,SKK ,M 01:00 PM - 04:10 PM ,SAC415 ,0
BIO103L ,9,SKK ,M 01:00 PM - 04:10 PM ,SAC415 ,0
BIO103L ,10,Klq ,T 01:00 PM - 04:10 PM ,SAC415 ,0
BIO103L ,11,Klq ,T 01:00 PM - 04:10 PM ,SAC415 ,0
BIO103L ,12,Klq ,T 01:00 PM - 04:10 PM ,SAC415 ,0
BIO103L ,13,ACh ,W 01:00 PM - 04:10 PM ,SAC415 ,0
BIO103L ,14,ACh ,W 01:00 PM - 04:10 PM ,SAC415 ,0
BIO103L ,15,ACh ,W 01:00 PM - 04:10 PM ,SAC415 ,0
BIO103L ,16,ZAB ,R 09:40 AM - 12:50 PM ,SAC415 ,0
BIO103L ,17,ZAB ,R 09:40 AM - 12:50 PM ,SAC415 ,0
BIO103L ,18,ZAB ,R 09:40 AM - 12:50 PM ,SAC415 ,0
BIO103L ,19,ZAB ,R 09:40 AM - 12:50 PM ,SAC415 ,0
BIO103L ,20,CAK ,R 01:00 PM - 04:10 PM ,SAC415 ,0
BIO103L ,21,CAK ,R 01:00 PM - 04:10 PM ,SAC415 ,0
BIO103L ,22,CAK ,R 01:00 PM - 04:10 PM ,SAC415 ,0
BIO103L ,23,IJn ,S 09:40 AM - 12:50 PM ,SAC415 ,0
BIO103L ,24,IJn ,S 09:40 AM - 12:50 PM ,SAC415 ,0
BIO103L ,25,ACh ,W 01:00 PM - 04:10 PM ,LAB5 ,0
BIO103L ,26,SKK ,M 01:00 PM - 04:10 PM ,LAB5 ,0
BIO103L ,27,CAK ,R 01:00 PM - 04:10 PM ,LAB2 ,0
BIO201 ,1,IJn ,MW 01:00 PM - 02:30 PM ,SAC405 ,2
BIO201 ,2,ACh ,RA 09:40 AM - 11:10 AM ,SAC406 ,0
BIO201 ,3,ACh ,RA 11:20 AM - 12:50 PM ,SAC406 ,0
BIO201 ,4,FZd ,RA 02:40 PM - 04:10 PM ,SAC403 ,1
BIO201L ,1,ACR ,S 08:00 AM - 11:10 AM ,SAC414 ,0
BIO201L ,2,ACh ,S 01:00 PM - 04:10 PM ,SAC414 ,0
BIO201L ,3,ZaF ,M 08:00 AM - 11:10 AM ,SAC414 ,0
BIO202L ,1,SKK ,M 09:40 AM - 12:50 PM ,SAC413 ,0
BIO202L ,2,SKK ,M 09:40 AM - 12:50 PM ,SAC413 ,0
BIO202L ,3,SKK ,M 09:40 AM - 12:50 PM ,SAC413 ,7
BIO202L ,4,SRS1 ,M 01:00 PM - 04:10 PM ,SAC413 ,8
BIO202L ,5,SRS1 ,M 01:00 PM - 04:10 PM ,SAC413 ,5
BIO202L ,6,SRS1 ,M 01:00 PM - 04:10 PM ,SAC413 ,4
BSC201 ,2,AK ,RA 08:00 AM - 09:30 AM ,SAC511 ,17
BUS112 ,1,SkA2 ,ST 08:00 AM - 09:30 AM ,SAC401 ,0
BUS112 ,2,SkA2 ,ST 04:20 PM - 05:50 PM ,SAC201 ,0
BUS112 ,3,Mdt ,RA 02:40 PM - 04:10 PM ,SAC210 ,0
BUS112 ,4,Mdt ,RA 04:20 PM - 05:50 PM ,SAC205 ,0
BUS112 ,5,REK ,RA 08:00 AM - 09:30 AM ,SAC202 ,0
BUS112 ,6,AdS1 ,RA 08:00 AM - 09:30 AM ,SAC514 ,0
BUS112 ,7,HSf ,RA 08:00 AM - 09:30 AM ,NAC993 ,5
BUS112 ,8,REK ,RA 09:40 AM - 11:10 AM ,SAC205 ,0
BUS112 ,9,AMO ,RA 01:00 PM - 02:30 PM ,NAC507 ,0
BUS112 ,10,SkA2 ,ST 01:00 PM - 02:30 PM ,SAC212 ,0
BUS112 ,11,AgK ,RA 11:20 AM - 12:50 PM ,SAC205 ,0
BUS112 ,12,AgK ,RA 01:00 PM - 02:30 PM ,NAC511 ,0
BUS112 ,14,NFH ,RA 02:40 PM - 04:10 PM ,SAC204 ,0
BUS112 ,15,Swk ,RA 02:40 PM - 04:10 PM ,NAC511 ,0
BUS112 ,16,NFH ,RA 01:00 PM - 02:30 PM ,SAC205 ,1
BUS112 ,17,MHK3 ,RA 09:40 AM - 11:10 AM ,SAC312 ,0
BUS112 ,18,MHK3 ,RA 11:20 AM - 12:50 PM ,SAC313 ,0
BUS112 ,19,StRn ,MW 04:20 PM - 05:50 PM ,SAC207 ,0
BUS112 ,21,StRn ,MW 02:40 PM - 04:10 PM ,SAC313 ,0
BUS112 ,23,KMz ,RA 01:00 PM - 02:30 PM ,SAC210 ,0
BUS112 ,24,MMR5 ,RA 09:40 AM - 11:10 AM ,NAC506 ,0
BUS135 ,1,UmR ,ST 08:00 AM - 09:30 AM ,NAC205 ,11
BUS135 ,2,UmR ,ST 02:40 PM - 04:10 PM ,NAC209 ,6
BUS135 ,3,UmR ,MW 08:00 AM - 09:30 AM ,NAC205 ,14
BUS135 ,4,Azd ,MW 02:40 PM - 04:10 PM ,NAC305 ,0
BUS135 ,5,Azd ,MW 04:20 PM - 05:50 PM ,NAC205 ,0
BUS135 ,6,LRn ,RA 08:00 AM - 09:30 AM ,SAC204 ,4
BUS135 ,7,INz ,RA 11:20 AM - 12:50 PM ,NAC213 ,0
BUS135 ,8,Sqm ,RA 11:20 AM - 12:50 PM ,NAC305 ,3
BUS135 ,9,Sfd ,RA 11:20 AM - 12:50 PM ,NAC505 ,0
BUS135 ,10,LRn ,RA 01:00 PM - 02:30 PM ,NAC201 ,0
